Composure
Composure
Composure
Composure
Composure
Nervousness
Nervousness
Frustration
Disappointed
Disappointed
Frustration
Composure
Composure
Disappointed
Frustration
Frustration
Frustration
Frustration
Frustration
Frustration
Frustration
Frustration
Disappointed
Curiosity
Disappointed
Disappointed
Nervousness
Curiosity
Composure
Nervousness
Disappointed
Nervousness
Disappointed
Composure
Frustration
Disappointed
Composure
Composure
Composure
Disappointed
Composure
Composure
Disappointed
Frustration
Disappointed
Composure
Nervousness
Composure
Composure
Composure
Frustration
Composure
